"Id","SalePrice"
1461,114817.358146673
1462,168835.511021701
1463,169529.170909438
1464,181051.009787782
1465,213852.874600659
1466,167800.830421566
1467,172021.843969942
1468,158968.393852642
1469,190267.578189749
1470,101709.718868658
1471,218352.648899842
1472,120774.519669456
1473,110663.247664878
1474,158657.179834967
1475,135659.484328691
1476,352058.647600087
1477,239874.430645304
1478,264874.614611792
1479,254195.654734432
1480,411305.303356838
1481,283130.539782662
1482,220713.773989824
1483,185821.777692043
1484,184740.800398771
1485,196972.975976588
1486,212304.76206717
1487,283098.632815422
1488,235891.609941967
1489,197680.620836475
1490,218975.767000076
1491,210328.328782885
1492,102632.556224488
1493,177208.832834677
1494,291760.3263474
1495,284535.744302081
1496,233518.275035975
1497,206532.360926879
1498,184390.556703038
1499,186952.199892836
1500,169160.419725417
1501,185738.093484532
1502,175800.913322375
1503,255791.427963274
1504,246617.788561479
1505,225257.842942712
1506,193466.216850279
1507,240685.656687734
1508,201102.630325425
1509,165454.746659906
1510,138953.880094084
1511,144946.869223978
1512,163637.191977673
1513,157371.848988503
1514,166978.335737622
1515,228932.017199237
1516,159029.307449392
1517,170314.464586889
1518,126112.103752844
1519,234085.316019903
1520,136443.564918402
1521,140448.30673281
1522,174260.449320985
1523,101456.710159242
1524,114140.147244404
1525,118258.950035678
1526,104903.957994171
1527,92274.3942244845
1528,162237.944637576
1529,136979.480764309
1530,180149.818215595
1531,108804.527346425
1532,109085.936625966
1533,154314.716734443
1534,148496.874301485
1535,173375.939917545
1536,123713.014382589
1537,26702.1354272146
1538,209646.437651355
1539,250594.532991947
1540,131217.388557966
1541,164177.424844928
1542,164399.401027973
1543,224380.14565868
1544,71494.0717874145
1545,117123.68209007
1546,130413.989806782
1547,133589.472690675
1548,145210.313849849
1549,113267.285535257
1550,137597.52104803
1551,146028.510502064
1552,131608.963946572
1553,187917.722787738
1554,145233.67770208
1555,166429.990702273
1556,111988.92597576
1557,152330.946825727
1558,118961.050028607
1559,110957.972722772
1560,130161.643597076
1561,144699.791235631
1562,129631.519711688
1563,116302.514383105
1564,162531.836957405
1565,144165.284535707
1566,235834.596036212
1567,68256.961015747
1568,212347.392729439
1569,135222.158056637
1570,145594.775496248
1571,122175.628286814
1572,150742.145181634
1573,248587.300795476
1574,128705.809871359
1575,230998.827151066
1576,214304.063288849
1577,193668.399732661
1578,158152.767525612
1579,134560.647765181
1580,198297.81539578
1581,163282.287635852
1582,112219.138430659
1583,294556.152373658
1584,231632.972303859
1585,159613.763014018
1586,52516.2104171659
1587,81511.1528356824
1588,145071.903931083
1589,74678.4580476592
1590,145378.14449622
1591,83782.3929071242
1592,137007.885995906
1593,117945.407904067
1594,139245.682133846
1595,136731.105237323
1596,250796.181079187
1597,169589.796213763
1598,198633.005425208
1599,205338.248956492
1600,202669.901999474
1601,26012.1477590284
1602,137729.815305855
1603,75927.1884239843
1604,262828.169637651
1605,255602.878133114
1606,163949.966383876
1607,181069.836351195
1608,204674.558503828
1609,197770.331324997
1610,136980.54948396
1611,131944.944449357
1612,150794.322844565
1613,144296.200530208
1614,122800.18527401
1615,89087.1709106761
1616,85777.6782059923
1617,92378.5900527031
1618,121948.241453666
1619,123006.589276122
1620,171160.216269803
1621,136250.621825101
1622,143182.32441142
1623,277369.421681165
1624,219389.321341364
1625,131234.106125807
1626,176890.678317628
1627,186271.717370656
1628,280021.271354329
1629,185711.026571294
1630,329817.456743939
1631,212768.665997057
1632,253903.501023031
1633,190033.559651578
1634,197349.173072455
1635,171752.38926315
1636,148399.49424471
1637,171709.989254244
1638,189644.230664303
1639,183384.869833077
1640,254640.755028602
1641,194620.449814769
1642,232366.744132247
1643,239726.307763987
1644,246359.571903263
1645,183208.149236652
1646,157162.102445283
1647,176590.751031279
1648,121733.650947413
1649,124067.364604643
1650,81953.3067575294
1651,99765.2658767146
1652,123415.837414893
1653,126121.398317533
1654,158699.950257584
1655,171248.888134036
1656,156827.612926287
1657,159674.959951985
1658,172942.299017979
1659,146728.905381432
1660,158115.260245488
1661,400497.674548235
1662,333281.56576723
1663,362707.976977894
1664,445159.126013975
1665,318941.621742611
1666,283315.639082329
1667,311304.53873291
1668,339155.132538564
1669,272378.572783141
1670,347367.70923059
1671,254835.01938638
1672,352918.476714811
1673,270981.406691
1674,236886.768809457
1675,198065.081418932
1676,194553.194415968
1677,220683.193330625
1678,416528.025322422
1679,309614.966906508
1680,346210.194171492
1681,297719.069449727
1682,271289.088823795
1683,200422.529615591
1684,198363.208382742
1685,180539.778172843
1686,189582.883203174
1687,188414.427035626
1688,207392.920228598
1689,206203.511377115
1690,212169.242548881
1691,199891.695891135
1692,260279.520163626
1693,195425.235821061
1694,176004.917177609
1695,170589.588891178
1696,267377.734991139
1697,170318.413923972
1698,312884.75324339
1699,298697.33871293
1700,246206.723007536
1701,272220.945344985
1702,244396.111417724
1703,240720.031702603
1704,270004.906368209
1705,232955.90113245
1706,410023.053474399
1707,210737.342571495
1708,204934.047969046
1709,253406.623206858
1710,225220.602946649
1711,250765.045741002
1712,255624.501988259
1713,251399.501502328
1714,236330.333186851
1715,215470.749611896
1716,193267.119266383
1717,187798.363392335
1718,150227.509979526
1719,217329.870047141
1720,256644.513253519
1721,187932.490652572
1722,131765.04370042
1723,148310.436030052
1724,211249.250733408
1725,245165.158492537
1726,196738.286918785
1727,175018.786249437
1728,211055.205243233
1729,157928.552203994
1730,143611.93326366
1731,126553.462590745
1732,112066.314794479
1733,116537.571696718
1734,118018.745373547
1735,143222.608655691
1736,116118.944818568
1737,295340.750818333
1738,235094.203292996
1739,280939.434454497
1740,207792.676063994
1741,191815.900987226
1742,186578.28816021
1743,202518.048189515
1744,327234.850560008
1745,224387.417482555
1746,240061.721724101
1747,214537.408096951
1748,221085.877282048
1749,146025.78994451
1750,148040.514513784
1751,231015.734211144
1752,112987.530889205
1753,146909.350608335
1754,205612.580250515
1755,173385.213222653
1756,95627.7431408027
1757,105986.32706196
1758,122340.407137206
1759,162917.98891882
1760,156106.41977301
1761,134154.652917423
1762,170741.710368633
1763,171698.408731968
1764,110724.128061993
1765,215543.540865621
1766,183529.723346584
1767,210274.327917812
1768,151024.184117478
1769,179568.986751077
1770,170606.362942841
1771,117353.585452618
1772,143666.944552147
1773,115677.27373918
1774,143790.967945841
1775,137835.942925519
1776,113519.777719982
1777,104646.655911155
1778,160331.393483059
1779,101743.871583932
1780,195981.208286874
1781,125382.626356663
1782,53432.8691255223
1783,136792.150949961
1784,113657.219993975
1785,109624.852984536
1786,159987.182787661
1787,206524.82198149
1788,20778.8861922333
1789,93484.0909783955
1790,64065.6936853
1791,191751.881199168
1792,160432.720472296
1793,155689.607440453
1794,171194.302594785
1795,144119.110369969
1796,120858.903088947
1797,124254.631788211
1798,108500.657850927
1799,101245.392212492
1800,119700.744041464
1801,122310.247530121
1802,147838.001433904
1803,164334.868403782
1804,128395.549101924
1805,146383.28978281
1806,153627.037047188
1807,164487.486732534
1808,130118.240125394
1809,156122.219200195
1810,134846.951799232
1811,98732.8683397283
1812,124536.792938476
1813,129970.694713501
1814,75329.515739319
1815,11727.3634186332
1816,106037.094687474
1817,124701.640978195
1818,172309.877491645
1819,147800.145470961
1820,67231.5425288469
1821,145160.396999158
1822,163200.967113298
1823,30907.914339397
1824,143780.271335745
1825,135213.465409424
1826,106393.777626607
1827,103165.110555848
1828,136647.838628285
1829,111345.959049443
1830,161962.074506096
1831,199935.59450829
1832,124049.695412995
1833,175263.544214877
1834,152426.973237355
1835,203870.474316511
1836,157318.41891534
1837,77319.2920416136
1838,155695.580523586
1839,78044.3305588658
1840,147681.004946102
1841,128100.362576216
1842,104349.015714093
1843,110745.58613157
1844,134885.999844543
1845,144190.667998312
1846,150972.950888417
1847,161533.317202766
1848,15969.3908114088
1849,95490.9999341522
1850,116429.867344879
1851,158811.014055692
1852,113843.987835333
1853,152854.404753349
1854,193524.903218099
1855,178730.985969519
1856,230460.612689048
1857,188144.456953473
1858,133427.280789599
1859,98504.5185066717
1860,120912.081499366
1861,97389.3376036721
1862,249861.842112102
1863,247540.087397294
1864,247562.024303435
1865,337786.109999362
1866,339790.621480888
1867,228443.064695901
1868,281218.181829267
1869,214376.717517875
1870,232913.444573128
1871,231674.554123667
1872,178142.741595584
1873,239622.375863601
1874,133756.028660399
1875,210432.537176687
1876,188898.661923577
1877,231878.194453191
1878,206780.859986825
1879,124345.929948424
1880,122779.626811139
1881,242643.844625738
1882,259016.241195997
1883,211244.699400318
1884,221195.994764773
1885,257096.415463601
1886,279665.080761359
1887,225155.432311568
1888,266952.428786901
1889,175443.671451916
1890,108966.903271304
1891,146593.682763627
1892,90308.143134738
1893,147304.647742684
1894,132807.681040012
1895,149224.337778001
1896,127392.993756741
1897,115893.204700519
1898,127374.730655547
1899,166376.287314117
1900,159860.571627852
1901,147974.502717072
1902,144565.96562731
1903,200559.452832773
1904,126316.789339062
1905,184304.504605289
1906,170100.672828869
1907,204228.727110239
1908,123353.931221664
1909,147261.952097915
1910,133854.738346121
1911,190231.607774823
1912,289574.431487434
1913,173567.942157599
1914,58281.0986967608
1915,322515.951038837
1916,35160.7197118969
1917,265016.465617055
1918,142828.450601411
1919,165421.784894521
1920,143730.067396087
1921,377238.204832404
1922,337062.001887938
1923,209602.080659489
1924,222380.252981813
1925,212784.062748414
1926,368082.709944603
1927,123485.058961465
1928,158325.10552261
1929,113558.277475783
1930,141014.095212406
1931,125951.608037354
1932,134618.014488815
1933,173927.881326602
1934,182398.638029076
1935,166474.078209204
1936,185826.192587688
1937,175473.964871094
1938,174158.418251965
1939,249959.287325329
1940,208570.327982014
1941,167476.735071502
1942,183188.937110234
1943,218247.772684654
1944,278073.044960526
1945,356521.269844467
1946,169886.846408222
1947,335798.198533434
1948,173734.683100373
1949,238957.688861429
1950,203919.806405396
1951,271719.892520223
1952,249990.930109169
1953,166717.327476526
1954,204225.141279518
1955,128060.565657924
1956,290064.246875824
1957,161239.055977503
1958,288850.470585547
1959,131141.007920641
1960,93252.9062669564
1961,116259.095662898
1962,127543.21849114
1963,127844.253636153
1964,124091.813289606
1965,160009.109908638
1966,158288.702137429
1967,261715.146675476
1968,339575.859242592
1969,361967.109330291
1970,333297.852104604
1971,411114.353101098
1972,316121.699892409
1973,305358.965406384
1974,284225.782366288
1975,430995.954363325
1976,258688.305266311
1977,312467.87323764
1978,296946.787580405
1979,337554.411568379
1980,204257.756440135
1981,349116.884497743
1982,235332.753508898
1983,218701.835642845
1984,202089.146511076
1985,225067.488875113
1986,231462.306434497
1987,194137.216183452
1988,181834.582840915
1989,210883.864309028
1990,224617.750850942
1991,222557.861975582
1992,232059.222310379
1993,193073.636741639
1994,263297.101727417
1995,188183.826721268
1996,257716.109516324
1997,282015.238094726
1998,294695.462505566
1999,251512.773526628
2000,274610.697971262
2001,258434.770373074
2002,240577.01937287
2003,246467.483390516
2004,260104.20480376
2005,241579.946901682
2006,225923.754007763
2007,241399.303179812
2008,214254.758024619
2009,204777.25048069
