"Id","SalePrice"
1461,113798.31487769
1462,169812.515348749
1463,175553.227839576
1464,181288.107955335
1465,250318.677943383
1466,164657.963375707
1467,172965.500748575
1468,154958.152054225
1469,186394.602170462
1470,106746.746679198
1471,212485.088925339
1472,111266.24826796
1473,107404.967987278
1474,156052.418594662
1475,122295.316729656
1476,368518.487957208
1477,262303.190129358
1478,284629.920277797
1479,280020.443706654
1480,443440.537317415
1481,312677.709748619
1482,240681.375444679
1483,180331.791811893
1484,171982.943053406
1485,182150.410232591
1486,201192.154269903
1487,294037.588829423
1488,224106.050902453
1489,186157.421825139
1490,220910.410402461
1491,198745.939802066
1492,98884.7909797168
1493,180175.336903357
1494,304124.863569444
1495,296700.564837498
1496,230338.316414881
1497,194925.196758073
1498,169459.686567753
1499,172580.081618496
1500,159614.68543897
1501,179057.783047343
1502,159479.409198421
1503,247812.196470151
1504,234084.430689882
1505,220171.856119128
1506,199261.283692015
1507,250649.489572617
1508,204962.347212989
1509,162357.916423801
1510,142741.827522155
1511,149940.294749218
1512,172236.580796238
1513,152207.298355487
1514,178076.44123124
1515,236340.487500135
1516,155050.521822151
1517,170494.198109238
1518,127914.011403857
1519,230597.859174543
1520,140112.10450761
1521,144635.949859177
1522,175373.112584464
1523,104743.976581378
1524,112523.575901919
1525,118170.687146739
1526,104433.337985129
1527,93289.7766955064
1528,159865.316116522
1529,140749.709945988
1530,183124.949673259
1531,114117.708548601
1532,107899.976588465
1533,161757.825632938
1534,143472.269673061
1535,180411.692297725
1536,123791.087574031
1537,35720.3414361448
1538,192996.808425452
1539,234690.172167645
1540,131463.971054731
1541,160926.553604562
1542,170453.708989185
1543,223568.292896009
1544,71315.1264723553
1545,109539.029289934
1546,122457.156552137
1547,134698.799734917
1548,140081.888378106
1549,110090.483509932
1550,139516.369630162
1551,143720.497237556
1552,138811.909759147
1553,180377.50947463
1554,139210.938341929
1555,174278.709081675
1556,108733.376106236
1557,155436.517165234
1558,109927.072631629
1559,116484.551841389
1560,130254.602258542
1561,152235.352431752
1562,130692.721722459
1563,115831.205318522
1564,170725.302336573
1565,146129.754399064
1566,231557.787697518
1567,66678.9032590877
1568,217536.888806419
1569,151450.720871523
1570,140047.054748715
1571,127896.366107965
1572,156121.340781568
1573,246447.858753148
1574,130097.213872076
1575,227138.004898937
1576,212188.652587387
1577,182174.202589947
1578,153236.571028992
