"Id","SalePrice"
1461,115468.762353488
1462,167978.518514676
1463,184976.022110739
1464,189228.873737935
1465,242155.782984735
1466,174003.746521295
1467,179977.86285482
1468,164298.86371795
1469,192315.779483968
1470,109945.768777688
1471,197131.258891326
1472,97274.2174542062
1473,95278.1250643892
1474,153403.326494031
1475,118675.988309461
1476,370158.448999191
1477,260115.052208882
1478,280556.170766734
1479,277781.889566022
1480,441826.234686711
1481,309704.991637584
1482,239852.101862452
1483,178436.01305146
1484,168272.992234795
1485,178970.872591763
1486,198393.59051774
1487,317001.616926255
1488,232331.079269757
1489,196599.446064609
1490,231250.45788375
1491,190730.170356137
1492,108541.888860465
1493,176140.253588383
1494,326188.959394272
1495,319054.664859438
1496,239202.47722903
1497,206733.444553558
1498,181321.768926177
1499,184226.31235248
1500,173509.795389093
1501,192756.815492071
1502,171682.149049428
1503,253384.032495563
1504,242484.466929902
1505,229688.970313304
1506,196535.327683429
1507,245379.847072814
1508,200882.757686546
1509,160971.916791524
1510,143631.523353244
1511,150218.109847386
1512,172096.021971463
1513,152791.271026808
1514,177344.015472559
1515,225120.799604028
1516,154873.185235567
1517,166191.20185762
1518,131876.129616625
1519,214003.873914866
1520,141180.1295791
1521,145476.465588015
1522,174173.659509694
1523,110111.898779892
1524,115207.852062512
1525,120092.390473099
1526,107286.098136724
1527,96811.4540454894
1528,156844.762177178
1529,141885.619951666
1530,179945.896846317
1531,108598.88676196
1532,98606.4744792851
1533,149955.087890717
1534,129564.082757806
1535,165917.229739129
1536,113824.663639889
1537,33818.4890143063
1538,165812.459090074
1539,206598.714766318
1540,125099.80113718
1541,146500.271680941
1542,173353.18487441
1543,221520.493457384
1544,81119.8160556822
1545,115515.306074226
1546,127560.307927037
1547,141139.494819018
1548,144797.106110198
1549,115640.31779352
1550,145953.102069066
1551,131141.721966542
1552,131831.982132117
1553,155846.779046792
1554,126243.871589288
1555,179270.916219157
1556,117028.614938473
1557,139795.567545123
1558,94233.4037044742
1559,106246.062401739
1560,117288.32909266
1561,160553.80555106
1562,129188.93780726
1563,116700.705931642
1564,169360.798730053
1565,146572.068517608
1566,219269.989322464
1567,72308.7869308912
1568,217892.463772407
1569,146965.900732577
1570,131258.50590152
1571,124404.117434484
1572,147717.386314284
1573,221251.488277181
1574,125102.845194863
1575,217248.436936378
1576,205355.045728874
1577,181825.635023524
1578,157481.64983422
1579,149280.755017924
1580,202014.641878877
1581,164803.472308317
1582,126327.274703502
1583,287980.327875079
1584,223707.214589804
1585,152548.374434978
1586,51627.4594256433
1587,72779.7692851984
1588,143189.30933947
1589,75457.3498915654
1590,133787.503671705
1591,84175.2316730478
1592,122573.313275932
1593,93811.2778116032
1594,133633.062009681
1595,123522.119210238
1596,256219.156700205
1597,197559.023197884
1598,207323.455449375
1599,162023.675410042
1600,159750.101020464
1601,33851.0871454226
1602,120666.532066922
1603,70885.1633792772
1604,260713.593909508
1605,229274.704037857
1606,163780.555388726
1607,185580.4538072
1608,199291.889520553
1609,190689.462993347
1610,154788.658156934
1611,135694.312671657
1612,157138.315757124
1613,149687.998581451
1614,113664.034888377
1615,83895.8345659849
1616,80130.1947092737
1617,87397.3344539768
1618,123514.728518799
1619,124940.387649378
1620,180870.88530975
1621,138700.337376546
1622,148583.966669283
1623,256464.609133614
1624,207634.819805756
1625,124735.314461586
1626,176967.409416149
1627,195171.535251129
1628,264898.105501
1629,183477.38572115
1630,373710.474662634
1631,256742.618136065
1632,287232.664614205
1633,172206.843709072
1634,191767.927052491
1635,178395.137223482
1636,154544.95969651
1637,189556.60789496
1638,180785.057955299
1639,182598.368811561
1640,250699.040959187
1641,193326.623310528
1642,235420.154727372
1643,234994.314127683
1644,241920.445769306
1645,193256.312130122
1646,153185.363502052
1647,165712.429278513
1648,124208.178225501
1649,126205.073079851
1650,90640.4439037421
1651,105445.480911756
1652,100108.983618743
1653,103197.06289246
1654,153152.026055555
1655,159230.204385255
1656,151224.911864213
1657,154113.925518028
1658,153110.020843987
1659,131028.358584357
1660,145196.74836255
1661,425499.809507459
1662,354362.35336018
1663,384699.004013068
1664,469605.905097754
1665,334901.312475324
1666,309893.573069358
1667,339440.720863605
1668,357706.558517677
1669,288336.595000599
1670,366536.153230441
1671,287806.516173634
1672,381132.624605665
1673,293761.926912185
1674,258326.492487289
1675,232981.559857786
1676,229141.924697885
1677,248371.265914903
1678,439748.305207549
1679,340996.04531536
1680,365791.511652879
1681,310961.160906743
1682,296340.639985351
1683,227187.939472467
1684,182068.946136857
1685,171616.311070657
1686,173941.454642937
1687,169900.410605661
1688,193050.576405459
1689,191399.989455476
1690,198114.901308488
1691,184244.813423139
1692,242317.045126123
1693,177762.171790036
1694,183233.706617584
1695,166562.288851745
1696,260220.799832981
1697,166304.929853794
1698,350150.981976299
1699,337295.854880356
1700,284366.033598453
1701,304312.77311446
1702,241735.625609355
1703,237476.456657627
1704,270629.004823087
1705,228449.351081463
1706,414399.393944002
1707,212167.883863626
1708,206192.935713113
1709,241855.094129367
1710,219777.952618027
1711,246032.246547521
1712,254485.833201491
1713,258776.872681787
1714,242051.322738444
1715,216026.83406299
1716,173456.620691813
1717,167452.746131455
1718,150881.587501752
1719,198698.409248865
1720,238075.158529352
1721,166756.789678521
1722,138468.836272534
1723,157074.904392634
1724,193890.695676799
1725,230292.159303543
1726,185987.317016841
1727,163945.504384657
1728,192326.840694883
1729,158256.2716925
1730,140780.053493248
1731,128635.169971717
1732,112285.716053293
1733,117204.080481338
1734,119779.088441704
1735,129271.322876496
1736,117116.250939155
1737,303086.519902589
1738,270570.396813565
1739,291426.964039471
1740,219708.71021154
1741,200474.226635593
1742,193694.377599465
1743,202052.784959344
1744,330081.511283881
1745,231972.754975258
1746,238700.488136165
1747,205988.456678569
1748,221886.953973057
1749,150858.856504047
1750,146439.049893238
1751,223670.107934256
1752,113664.690306353
1753,153579.767129122
1754,200678.14067173
1755,170928.606017355
1756,103925.562800361
1757,106167.920917902
1758,134034.35859558
1759,169558.482469578
1760,161375.363490497
1761,141109.591457591
1762,177098.488295205
1763,170840.517600363
1764,111786.558345249
1765,205408.286057784
1766,185190.694931922
1767,212028.132078132
1768,141585.745942062
1769,170949.683148008
1770,151071.026189626
1771,122752.940694345
1772,150189.416975696
1773,127841.618437743
1774,152343.683896093
1775,133552.663685423
1776,113364.875517954
1777,104927.19266037
1778,148737.925122469
1779,98167.9141578672
1780,184623.750660075
1781,129307.105066989
1782,53646.1513263714
1783,124126.17919673
1784,91060.4114840278
1785,98743.8652002664
1786,164652.231991547
1787,167468.248387384
1788,22988.6250868192
1789,79450.9555559717
1790,61765.8380127899
1791,193471.721998862
1792,159046.237128425
1793,149680.76443835
1794,151243.341794185
1795,140202.564262669
1796,112593.664843282
1797,120231.491058549
1798,109738.515304735
1799,100987.104025079
1800,120121.488408937
1801,130616.053719179
1802,144051.736687388
1803,161276.141108557
1804,130278.749749706
1805,142545.335467872
1806,136058.585755551
1807,150914.536612421
1808,114508.791262408
1809,129347.330043835
1810,125937.370296634
1811,92363.7326366593
1812,114321.908036145
1813,119731.169757639
1814,69366.548968132
1815,13710.2642921634
1816,77412.0067637356
1817,107214.056981369
1818,159001.052685695
1819,128065.07144931
1820,60037.0449976845
1821,127680.793897475
1822,145034.553973961
1823,31597.1464110162
1824,144008.75095701
1825,139111.166101668
1826,109525.032582943
1827,107511.12197398
1828,144976.753871044
1829,116982.910395504
1830,148070.24608536
1831,176928.658485365
1832,118777.37301461
1833,164470.401577959
1834,132631.07796283
1835,182912.488544649
1836,146583.33899712
1837,77203.8838017166
1838,141323.736918044
1839,80555.9352698976
1840,146132.777173326
1841,124084.923137517
1842,96489.0197519311
1843,113267.345694326
1844,126042.137287175
1845,145624.303367409
1846,146576.531845431
1847,171497.169523027
1848,29819.0252613805
1849,92360.2209581027
1850,111528.1122144
1851,148650.199247185
1852,109120.762849502
1853,135213.92777785
1854,173997.309813424
1855,163755.899563145
1856,214892.725438686
1857,178729.269490321
1858,140064.426287471
1859,101307.826234018
1860,130634.009456816
1861,100071.774022312
1862,252757.442234594
1863,250733.953884287
1864,250753.072645513
1865,318494.265890476
1866,322082.087199858
1867,212193.887783792
1868,272139.820898198
1869,205461.869983901
1870,216323.606376574
1871,215667.746131771
1872,171234.497666124
1873,224466.400216558
1874,149138.50505668
1875,217104.622808279
1876,200943.290057001
1877,225314.086965019
1878,198039.183783767
1879,138347.067054892
1880,137924.350743599
1881,237605.827098582
1882,244408.230591931
1883,200103.730399533
1884,211256.331311079
1885,243733.763238275
1886,270449.183751385
1887,218224.360281606
1888,255548.541162467
1889,167889.632896804
1890,111059.303976735
1891,131937.365525614
1892,91140.6940757229
1893,145999.823087174
1894,132177.848384359
1895,147966.297355716
1896,122926.741433175
1897,103337.773152405
1898,103477.248830831
1899,168072.781580817
1900,167659.677738356
1901,174983.998367384
1902,172182.826099931
1903,216806.561540761
1904,153078.509977397
1905,208586.689356611
1906,197009.766487827
1907,229530.516197656
1908,103898.034894424
1909,130039.408788002
1910,115743.8256662
1911,209694.030798473
1912,298038.872588062
1913,168960.008414336
1914,51572.0696675041
1915,320568.307910633
1916,37661.8390348422
1917,239978.189153015
1918,139011.483920368
1919,164389.7934602
1920,153096.080266716
1921,370545.610167463
1922,323557.40305763
1923,227762.808340295
1924,237068.377598944
1925,209827.995959317
1926,359709.120713063
1927,127073.746118832
1928,164490.687641962
1929,115734.050288143
1930,134108.160094279
1931,128415.262182147
1932,136813.615935291
1933,166544.890835516
1934,190924.148329848
1935,172445.463406235
1936,194637.453400068
1937,182313.942137966
1938,175779.539037834
1939,283328.799677907
1940,236234.914723207
1941,174536.443475413
1942,191057.360150582
1943,247304.239981181
1944,310991.428693846
1945,386241.115788223
1946,179114.895776763
1947,363365.730409974
1948,181302.82677275
1949,220037.399102596
1950,180043.155618859
1951,257668.103935474
1952,233026.839737395
1953,163640.147953749
1954,193902.367658513
1955,128612.345024255
1956,275950.697730034
1957,158668.462031664
1958,263982.012448637
1959,133679.676991068
1960,100442.543255634
1961,117020.676036881
1962,104727.648546487
1963,105094.175414283
1964,110541.399826045
1965,154912.068692981
1966,144562.358291371
1967,284888.284518327
1968,375268.342382774
1969,383396.490731396
1970,359528.8616752
1971,427888.209502236
1972,336448.087442913
1973,326239.355281391
1974,309256.989802032
1975,453879.573217469
1976,282703.089281924
1977,341149.800523978
1978,324842.524271819
1979,355677.438867893
1980,229938.792819236
1981,368704.531342057
1982,256189.408299848
1983,237578.905502763
1984,226631.544011865
1985,214343.409463236
1986,221299.836216582
1987,177883.6736933
1988,173324.3611905
1989,196926.98629313
1990,212141.300665829
1991,250244.643813449
1992,221166.550868056
1993,176738.155694405
1994,255567.283506728
1995,187794.465371922
1996,288213.551715012
1997,307130.256101546
1998,332369.18202291
1999,289911.270319755
2000,307025.687924329
2001,297598.423804572
2002,246102.044065933
2003,242907.179344983
2004,256038.894584086
2005,238037.454672712
2006,219673.114871052
2007,238407.541659524
2008,215519.013832765
2009,194052.009720504
2010,191474.348759337
2011,157475.317585926
2012,169037.797009075
2013,178081.742137726
2014,189805.535544201
2015,201390.825409581
2016,187666.871906143
2017,198605.397377762
2018,126646.143011107
2019,128602.059394239
2020,121592.528780497
2021,94218.3204996626
2022,207809.211611149
2023,170728.646632216
